f_max,n_eff
199781043410756.0,1.5006750746642457
199638891148362.78,1.5073197307332173
199679506080475.12,1.5052482096290034
199638891148362.78,1.504151559797165
199811504609840.25,1.5022848981386776
199638891148362.78,1.5098811031492807
199638891148362.78,1.5078854411502833
199638891148362.78,1.500290562125629
199679506080475.12,1.5057875952467221
199811504609840.25,1.503335909039757
199638891148362.78,1.502624023970792
199781043410756.0,1.5060111235229179
199811504609840.25,1.5001765687744029
199659198614418.94,1.5037425459722333
199618583682306.6,1.5016556250622652
199638891148362.78,1.5027926563932046
199638891148362.78,1.5105549908373235
199638891148362.78,1.502959362810793
199638891148362.78,1.5000171764408166
199649044881390.88,1.504003375259909
199750582211671.75,1.5039218879843526
199638891148362.78,1.5019502432830172
199638891148362.78,1.500023061455558
199638891148362.78,1.5057697248505582
199679506080475.12,1.5017917341612335
199679506080475.12,1.500098371419688
199689659813503.22,1.50176062131417
199638891148362.78,1.5061974049218676
199638891148362.78,1.5067671813491188
199689659813503.22,1.5088352849357223
199740428478643.66,1.503130580485683
188733781876197.3,1.9921663991308693
188611937079860.28,1.9900937312640297
188784550541337.75,1.9936538220587607
187088877125647.22,1.5054542054566822
187149799523815.75,1.5047189644892724
187088877125647.22,1.5055899629782454
187119338324731.5,1.5136332903141405
187139645790787.66,1.50561527340237
187088877125647.22,1.5050658864231778
187139645790787.66,1.5014779040074044
187139645790787.66,1.5021385864015462
187139645790787.66,1.5055249831857551
187139645790787.66,1.5048830208870936
187139645790787.66,1.5106717538266423
187088877125647.22,1.5180330703793954
187149799523815.75,1.5037988760593688
187088877125647.22,1.510422999252638
187088877125647.22,1.5034306305578882
187099030858675.3,1.5082505457869657
187139645790787.66,1.5135454026297726
187088877125647.22,1.50409126387981
187088877125647.22,1.5151350069544
187139645790787.66,1.5029086215485536
187088877125647.22,1.5046379476588219
187139645790787.66,1.5191225071728562
187038108460506.78,1.503435785093615
187078723392619.12,1.5000515379656496
187149799523815.75,1.5062634027159227
187139645790787.66,1.5027510987939035
187038108460506.78,1.50667931758583
187129492057759.56,1.5110076001095711
187088877125647.22,1.507004284609536
187088877125647.22,1.5118932680542951
187139645790787.66,1.5024827393763798
187149799523815.75,1.5007193591459829
187139645790787.66,1.502280813468426
187139645790787.66,1.5011549823603714
187231029388040.44,1.5031546700372809
187139645790787.66,1.5119237172853408
187139645790787.66,1.5019082379096012
187099030858675.3,1.5149706921874735
187139645790787.66,1.5105504156467922
187139645790787.66,1.5064112199010482
187109184591703.4,1.5147627840305247
187139645790787.66,1.5040911836776671
187109184591703.4,1.5083214519786239
187088877125647.22,1.5023172818675907
187109184591703.4,1.5124049238212427
187088877125647.22,1.5072997770113912
187139645790787.66,1.501679601621511
187139645790787.66,1.5048950063140778
187099030858675.3,1.5007098473616458
187231029388040.44,1.5012260722081525
187139645790787.66,1.502931679227133
187088877125647.22,1.5036343239291823
187088877125647.22,1.5029942426290277
187139645790787.66,1.5186903469198811
187109184591703.4,1.5005667599379766
187139645790787.66,1.5129016139803324
187139645790787.66,1.5194338999805996
187139645790787.66,1.5073489368789117
187139645790787.66,1.506438158575032
187139645790787.66,1.5111899808600568
187149799523815.75,1.502789073015161
187088877125647.22,1.5071974736141491
187139645790787.66,1.5002536782511553
187139645790787.66,1.504020184291151
187149799523815.75,1.5024491619192357
187088877125647.22,1.508101077504521
187139645790787.66,1.5054886844640314
187139645790787.66,1.5033453476784753
187139645790787.66,1.5096849536716053
187109184591703.4,1.5002219801078294
187139645790787.66,1.5171273330942103
187139645790787.66,1.5063903310140185
187139645790787.66,1.5133684748981002
187129492057759.56,1.517938520781052
187088877125647.22,1.502483068176514
187139645790787.66,1.5011821493282025
187139645790787.66,1.5041108169485364
187109184591703.4,1.5090920691486551
187231029388040.44,1.5012032539659717
187139645790787.66,1.507224174291352
187088877125647.22,1.5050510432963458
187139645790787.66,1.500412000034271
187139645790787.66,1.5199257590746489
187109184591703.4,1.5002053119438554
187109184591703.4,1.50533739396525
187139645790787.66,1.5030009664097943
187139645790787.66,1.501412954407842
187139645790787.66,1.50490037121949
187190414455928.1,1.512827251251247
187139645790787.66,1.5037439487358946
187139645790787.66,1.5146833333117349
187231029388040.44,1.5067282349452293
187149799523815.75,1.5052127372901365
187099030858675.3,1.5099135708034421
187088877125647.22,1.5020066038052073
187088877125647.22,1.508246996859069
187139645790787.66,1.5043230160796197
187200568188956.2,1.5019590832638157
187038108460506.78,1.5065223945701856
187058415926562.97,1.5112976131195697
187139645790787.66,1.5199531543363272
187088877125647.22,1.5057942272390332
187088877125647.22,1.5020477078487422
187139645790787.66,1.5001832495992573
187139645790787.66,1.5057924294278895
187139645790787.66,1.5077252792862175
187149799523815.75,1.5051271317421364
187099030858675.3,1.5051300048182488
187139645790787.66,1.5022051340580398
187139645790787.66,1.5040209833196165
187139645790787.66,1.5146643849224075
187210721921984.28,1.50040751101599
187139645790787.66,1.5022134667834668
187109184591703.4,1.5013872674344233
187139645790787.66,1.50000460966373
187139645790787.66,1.500075038315628
187099030858675.3,1.5099599245145974
187190414455928.1,1.5081479260894726
187088877125647.22,1.5023079192798967
187088877125647.22,1.5078720366397136
187139645790787.66,1.5086152828499912
187099030858675.3,1.502946014323935
187139645790787.66,1.5179091253743549
187149799523815.75,1.5019752496055079
187119338324731.5,1.507712760092736
187231029388040.44,1.5008526516748624
187139645790787.66,1.506038758489147
187088877125647.22,1.5036974643071677
187139645790787.66,1.5153766617260434
187099030858675.3,1.510321848811057
187139645790787.66,1.506624560501368
187149799523815.75,1.5018478685500838
187139645790787.66,1.5163345827093946
187088877125647.22,1.5060368552737868
187139645790787.66,1.5058258744765218
187139645790787.66,1.5131453176623457
187139645790787.66,1.5157577983041426
187088877125647.22,1.5066100283252988
187139645790787.66,1.5095690945440907
187088877125647.22,1.5062336979711588
187078723392619.12,1.5018131701946427
187139645790787.66,1.5009447237269906
187139645790787.66,1.5064065398771782
187139645790787.66,1.50227407879993
187119338324731.5,1.5128418238063892
187088877125647.22,1.506845006440839
187088877125647.22,1.514655688135626
187149799523815.75,1.5025426431776516
187088877125647.22,1.5000505080445494
187149799523815.75,1.5058118619854057
187078723392619.12,1.500186046830425
187139645790787.66,1.5053623238195402
187139645790787.66,1.5099078826135124
187139645790787.66,1.5108497088806276
187139645790787.66,1.5080203490838775
187088877125647.22,1.511044127021607
187099030858675.3,1.5001763229965495
187139645790787.66,1.5016179622827348
187139645790787.66,1.5113702188525153
187139645790787.66,1.500773503341501
187109184591703.4,1.5102397749872216
187139645790787.66,1.5067938403891552
187190414455928.1,1.5005335382972669
187088877125647.22,1.5039830232318352
187139645790787.66,1.5075558852515065
187088877125647.22,1.5043615229660507
187119338324731.5,1.5118308289423121
187088877125647.22,1.5054543196345809
187088877125647.22,1.509376558810983
187139645790787.66,1.506791899891453
187139645790787.66,1.5079694395559253
187139645790787.66,1.5117574052175686
187109184591703.4,1.5013966290059704
187109184591703.4,1.502155258797801
187088877125647.22,1.5017495893552166
187231029388040.44,1.5032647680558036
187190414455928.1,1.5138985719345477
187119338324731.5,1.5040956223027317
